datetime,open,high,low,close,volume
2026-07-09 23:09:00+00:00,29934.5,29939.25,29933.25,29937.0,106
2026-07-09 23:12:00+00:00,29939.0,29942.0,29936.0,29939.75,142
2026-07-09 23:15:00+00:00,29937.75,29940.25,29929.5,29938.25,147
2026-07-09 23:18:00+00:00,29938.25,29950.5,29937.5,29938.75,338
2026-07-09 23:21:00+00:00,29938.25,29953.25,29938.25,29952.5,231
2026-07-09 23:24:00+00:00,29951.75,29964.25,29950.5,29962.0,377
2026-07-09 23:27:00+00:00,29961.5,29962.75,29956.0,29956.0,152
2026-07-09 23:30:00+00:00,29958.75,29959.0,29944.0,29954.0,322
2026-07-09 23:33:00+00:00,29953.25,29956.75,29946.5,29951.25,155
2026-07-09 23:36:00+00:00,29953.25,29955.25,29948.25,29952.5,70
2026-07-09 23:39:00+00:00,29954.25,29957.0,29946.5,29947.5,68
2026-07-09 23:42:00+00:00,29947.75,29948.0,29938.5,29942.0,175
2026-07-09 23:45:00+00:00,29941.0,29945.0,29927.25,29933.5,318
2026-07-09 23:48:00+00:00,29933.0,29941.75,29926.0,29936.75,217
2026-07-09 23:51:00+00:00,29938.5,29947.0,29932.25,29946.5,236
2026-07-09 23:54:00+00:00,29944.75,29957.25,29944.0,29957.0,245
2026-07-09 23:57:00+00:00,29955.25,29958.0,29930.75,29932.5,323
2026-07-10 00:00:00+00:00,29933.25,29952.0,29889.75,29902.5,1274
2026-07-10 00:03:00+00:00,29905.0,29916.75,29891.5,29902.0,512
2026-07-10 00:06:00+00:00,29902.0,29910.5,29868.0,29884.5,815
2026-07-10 00:09:00+00:00,29882.5,29893.0,29858.0,29862.5,737
2026-07-10 00:12:00+00:00,29861.0,29899.75,29860.25,29894.0,617
2026-07-10 00:15:00+00:00,29895.25,29903.5,29862.5,29871.0,815
2026-07-10 00:18:00+00:00,29874.0,29890.5,29865.75,29874.25,308
2026-07-10 00:21:00+00:00,29871.0,29886.0,29842.5,29846.75,674
2026-07-10 00:24:00+00:00,29845.75,29847.5,29826.0,29843.0,806
